case_id,medicine_name,medicine_criticality,cold_chain_required,supplier_id,destination_facility,supplier_on_time_rate,supplier_fill_rate,lead_time_days,lead_time_variability,route_delay_days,weather_risk_score,demand_spike_factor,current_stock_days,warehouse_utilization,safety_stock_gap,disruption_within_7d
C922,Paracetamol Injection,3,0,S1,Medical College Kota,0.656,0.933,6,1.73,2.77,3,0.99,13,54,0,0
C923,Rabies Vaccine,5,1,S2,CHC Udaipur,0.817,0.842,9,0.98,0.91,3,0.82,17,66,0,0
C924,Amoxicillin,4,0,S8,CHC Udaipur,0.92,0.788,3,2.35,1.47,7,0.67,23,94,0,1
C925,Rabies Vaccine,5,1,S7,PHC Alwar,0.632,0.777,2,2.92,0.0,2,0.99,11,71,0,0
C926,Ceftriaxone,4,0,S6,PHC Sikar,0.761,1.0,4,2.59,0.0,5,1.25,11,70,0,0
C927,Rabies Vaccine,5,1,S6,District Hospital Jaipur,0.839,0.949,10,3.74,1.04,4,0.5,15,85,0,1
C928,Anti-snake Venom,5,1,S5,CHC Udaipur,0.888,0.869,11,4.04,2.82,6,1.41,23,76,0,0
C929,Pentavalent Vaccine,5,1,S3,PHC Alwar,0.916,0.783,3,1.18,0.02,3,1.1,7,69,1,0
C930,ORS,3,0,S6,PHC Sikar,0.918,0.688,9,3.74,2.44,8,0.86,9,98,0,0
C931,Rabies Vaccine,5,1,S1,CHC Bikaner,0.658,0.83,3,3.79,3.89,3,1.09,14,70,0,0
C932,Paracetamol Injection,3,0,S5,District Hospital Jodhpur,0.806,0.91,5,3.6,0.0,0,0.77,8,51,0,0
C933,Oxytocin,5,0,S9,District Hospital Jaipur,0.93,1.0,4,1.68,2.84,3,0.74,18,75,0,0
C934,Anti-snake Venom,5,1,S2,PHC Alwar,0.882,0.893,11,2.78,0.78,10,0.61,20,100,0,1
C935,Ceftriaxone,4,0,S9,District Hospital Ajmer,0.99,0.927,11,4.44,2.26,6,1.19,23,91,0,0
C936,Anti-snake Venom,5,1,S6,PHC Sikar,0.99,0.942,2,1.13,0.0,0,1.13,8,99,0,0
C937,Iron Folic Acid,2,0,S10,District Hospital Ajmer,0.917,0.847,2,2.79,1.22,3,0.89,17,59,0,0
C938,Ceftriaxone,4,0,S10,District Hospital Ajmer,0.936,0.726,10,0.89,1.27,9,0.99,13,71,0,1
C939,Pentavalent Vaccine,5,1,S10,PHC Sikar,0.775,0.691,9,2.27,0.0,1,1.13,7,58,1,0
C940,ORS,3,0,S10,CHC Udaipur,0.943,0.844,10,2.67,0.4,10,1.09,7,58,1,0
C941,Iron Folic Acid,2,0,S5,PHC Sikar,0.696,0.948,5,1.75,1.92,7,1.1,4,78,4,1
C942,Adrenaline Injection,5,0,S4,District Hospital Jaipur,0.738,0.857,10,3.09,3.02,1,1.1,16,69,0,1
C943,Anti-snake Venom,5,1,S6,PHC Sikar,0.921,1.0,4,2.21,3.11,2,1.41,10,81,0,1
C944,Salbutamol,4,0,S5,Medical College Kota,0.774,0.686,3,1.46,0.0,6,1.07,9,77,0,0
C945,Insulin,5,1,S5,PHC Alwar,0.916,0.729,7,5.13,0.46,3,1.06,6,62,2,1
C946,ORS,3,0,S5,PHC Sikar,0.816,0.958,3,2.66,0.0,3,0.5,21,78,0,0
C947,Amoxicillin,4,0,S5,District Hospital Jodhpur,0.775,0.77,4,0.22,0.29,4,1.24,15,85,0,1
C948,Rabies Vaccine,5,1,S10,CHC Udaipur,0.778,0.858,8,3.48,1.15,3,1.21,14,52,0,0
C949,ORS,3,0,S7,District Hospital Ajmer,0.873,0.944,3,1.18,4.04,7,1.17,16,98,0,0
C950,Iron Folic Acid,2,0,S4,CHC Udaipur,0.634,0.966,5,2.01,2.7,7,1.73,24,75,0,0
C951,Pentavalent Vaccine,5,1,S10,CHC Bikaner,0.484,0.754,3,1.78,1.71,3,1.21,24,88,0,1
C952,ORS,3,0,S7,District Hospital Jaipur,0.828,0.97,6,2.8,0.0,4,0.96,9,68,0,0
C953,Rabies Vaccine,5,1,S6,Medical College Kota,0.782,0.782,2,1.08,1.48,4,1.03,17,68,0,0
C954,Ceftriaxone,4,0,S3,CHC Bikaner,0.986,0.926,5,2.85,1.42,9,0.5,7,88,1,0
C955,Ceftriaxone,4,0,S2,PHC Alwar,0.728,0.742,5,6.07,5.37,4,0.9,17,54,0,0
C956,ORS,3,0,S2,CHC Bikaner,0.905,0.828,8,1.87,0.84,10,0.95,13,85,0,0
C957,Oxytocin,5,0,S3,CHC Udaipur,0.844,0.879,11,2.24,1.38,1,0.63,1,74,7,0
C958,Iron Folic Acid,2,0,S7,CHC Udaipur,0.944,0.646,3,2.21,0.78,7,0.93,11,55,0,0
C959,Adrenaline Injection,5,0,S9,CHC Udaipur,0.893,0.909,2,5.0,0.64,7,0.98,10,85,0,0
C960,Amoxicillin,4,0,S9,CHC Bikaner,0.787,0.862,3,0.0,0.77,0,1.53,10,76,0,0
C961,Adrenaline Injection,5,0,S5,Medical College Kota,0.966,0.913,11,4.14,0.0,0,0.68,1,66,7,0
C962,Amoxicillin,4,0,S6,PHC Alwar,0.77,0.88,9,1.05,0.5,9,0.84,9,79,0,0
C963,Anti-snake Venom,5,1,S9,CHC Udaipur,0.828,0.847,8,5.01,0.82,4,1.51,20,58,0,0
C964,Ceftriaxone,4,0,S4,PHC Alwar,0.866,0.859,7,0.84,5.02,1,1.24,13,53,0,1
C965,Pentavalent Vaccine,5,1,S1,CHC Bikaner,0.99,1.0,10,3.77,0.0,1,0.63,4,61,4,0
C966,Adrenaline Injection,5,0,S3,Medical College Kota,0.921,1.0,6,5.24,2.6,9,0.73,1,55,7,1
C967,Pentavalent Vaccine,5,1,S4,PHC Alwar,0.79,0.667,6,1.56,3.02,3,1.47,19,98,0,1
C968,Ceftriaxone,4,0,S4,District Hospital Jaipur,0.929,0.894,5,3.41,2.38,8,1.53,1,65,7,0
C969,Rabies Vaccine,5,1,S2,District Hospital Jaipur,0.724,0.863,4,1.34,5.21,2,0.73,8,96,0,1
C970,Oxytocin,5,0,S4,District Hospital Jodhpur,0.735,0.823,8,0.87,2.46,3,0.5,12,86,0,1
C971,Insulin,5,1,S4,Medical College Kota,0.679,0.929,10,4.12,1.34,10,0.61,4,66,4,1
C972,Paracetamol Injection,3,0,S7,CHC Udaipur,0.812,0.894,9,1.63,0.69,7,0.86,23,51,0,0
C973,Salbutamol,4,0,S5,PHC Alwar,0.724,0.967,5,1.32,4.97,6,1.18,15,75,0,0
C974,Pentavalent Vaccine,5,1,S6,PHC Alwar,0.757,0.919,11,1.57,2.57,4,1.13,1,95,7,1
C975,Salbutamol,4,0,S8,District Hospital Jodhpur,0.684,1.0,10,3.41,0.9,9,1.04,24,89,0,0
C976,Anti-snake Venom,5,1,S6,CHC Udaipur,0.837,0.89,10,2.78,1.17,0,1.65,24,73,0,0
C977,Paracetamol Injection,3,0,S7,District Hospital Ajmer,0.99,1.0,5,0.28,0.0,9,1.39,12,50,0,1
C978,Insulin,5,1,S2,District Hospital Jaipur,0.871,0.896,5,1.47,0.44,0,1.12,20,53,0,0
C979,Iron Folic Acid,2,0,S2,PHC Sikar,0.772,0.876,10,0.0,1.48,2,1.96,7,75,1,0
C980,Anti-snake Venom,5,1,S10,District Hospital Ajmer,0.715,0.78,8,5.12,0.0,7,1.26,14,61,0,0
C981,Anti-snake Venom,5,1,S5,District Hospital Jodhpur,0.704,0.89,6,3.01,2.14,6,0.67,13,91,0,1
C982,Paracetamol Injection,3,0,S8,PHC Alwar,0.756,0.938,2,0.9,2.52,10,1.34,16,54,0,1
C983,Iron Folic Acid,2,0,S10,CHC Udaipur,0.793,0.903,2,3.82,0.0,3,0.82,13,63,0,0
C984,Oxytocin,5,0,S6,CHC Bikaner,0.939,0.815,11,3.88,1.53,1,1.22,12,76,0,0
C985,Anti-snake Venom,5,1,S7,District Hospital Jaipur,0.846,0.722,9,0.0,3.91,7,1.3,17,99,0,1
C986,Salbutamol,4,0,S4,PHC Sikar,0.72,0.871,7,2.34,2.52,6,1.37,8,80,0,0
C987,Paracetamol Injection,3,0,S6,District Hospital Ajmer,0.876,0.853,4,3.28,0.4,3,1.18,22,97,0,0
C988,Rabies Vaccine,5,1,S8,District Hospital Jodhpur,0.918,0.898,10,2.25,3.24,2,1.04,5,50,3,1
C989,Ceftriaxone,4,0,S8,District Hospital Jaipur,0.99,0.873,2,3.63,0.9,1,0.87,9,72,0,0
C990,Iron Folic Acid,2,0,S2,CHC Udaipur,0.891,0.982,6,0.98,1.4,2,1.15,14,51,0,0
C991,Anti-snake Venom,5,1,S6,PHC Sikar,0.934,0.791,8,3.28,0.0,4,1.5,14,52,0,0
C992,Anti-snake Venom,5,1,S4,District Hospital Jaipur,0.795,0.81,3,1.36,3.2,3,1.02,9,95,0,1
C993,Anti-snake Venom,5,1,S1,Medical College Kota,0.841,0.758,11,1.55,0.37,2,1.2,18,92,0,0
C994,Amoxicillin,4,0,S8,CHC Udaipur,0.844,0.884,7,2.61,3.26,7,0.91,18,89,0,0
C995,Paracetamol Injection,3,0,S6,CHC Bikaner,0.98,1.0,3,3.35,0.52,2,0.96,21,95,0,0
C996,Rabies Vaccine,5,1,S6,PHC Sikar,0.731,0.741,10,3.16,2.79,9,0.9,21,67,0,1
C997,Insulin,5,1,S8,CHC Bikaner,0.918,0.813,5,2.19,3.57,9,0.99,15,85,0,1
C998,Pentavalent Vaccine,5,1,S6,District Hospital Jaipur,0.818,0.789,9,0.68,2.55,10,1.21,20,60,0,1
C999,Insulin,5,1,S3,PHC Alwar,0.887,0.837,6,0.45,2.16,1,0.5,2,57,6,0
C1000,Rabies Vaccine,5,1,S10,District Hospital Ajmer,0.946,0.907,3,2.66,0.26,2,1.23,5,74,3,0
C1001,Insulin,5,1,S8,District Hospital Jaipur,0.926,0.97,9,0.8,1.43,6,0.79,15,51,0,0
C1002,Amoxicillin,4,0,S6,CHC Bikaner,0.895,0.683,8,4.79,0.0,3,1.09,13,65,0,1
C1003,Oxytocin,5,0,S4,District Hospital Jaipur,0.755,0.83,8,2.26,1.61,6,0.66,4,70,4,1
C1004,Ceftriaxone,4,0,S5,CHC Bikaner,0.815,0.987,2,2.13,3.04,3,1.53,9,72,0,1
C1005,Salbutamol,4,0,S10,CHC Udaipur,0.835,0.924,5,4.55,1.1,4,1.36,8,89,0,1
C1006,Oxytocin,5,0,S5,District Hospital Jodhpur,0.679,0.933,8,3.89,1.97,2,1.0,24,58,0,0
C1007,Amoxicillin,4,0,S10,PHC Alwar,0.885,1.0,7,2.4,0.0,2,0.77,17,89,0,0
C1008,Salbutamol,4,0,S9,PHC Sikar,0.549,0.838,5,2.06,2.07,0,1.08,2,57,6,1
C1009,Pentavalent Vaccine,5,1,S4,District Hospital Jodhpur,0.955,0.928,8,0.87,3.63,5,1.47,12,74,0,0
C1010,Oxytocin,5,0,S10,PHC Sikar,0.99,0.879,2,2.09,1.3,1,0.87,17,57,0,0
C1011,Iron Folic Acid,2,0,S10,District Hospital Jaipur,0.842,0.899,7,4.68,0.31,7,1.19,16,100,0,0
C1012,Ceftriaxone,4,0,S4,Medical College Kota,0.838,0.693,5,1.51,3.95,5,1.17,14,84,0,1
C1013,Iron Folic Acid,2,0,S10,District Hospital Ajmer,0.818,0.889,4,0.0,1.22,7,0.77,15,96,0,0
C1014,Adrenaline Injection,5,0,S2,PHC Sikar,0.699,0.919,5,2.51,1.72,4,1.04,16,64,0,0
C1015,Pentavalent Vaccine,5,1,S10,District Hospital Ajmer,0.803,0.832,4,3.18,0.0,3,1.19,1,88,7,1
C1016,Ceftriaxone,4,0,S9,District Hospital Jodhpur,0.708,0.745,2,0.58,0.0,4,1.12,9,61,0,0
C1017,Pentavalent Vaccine,5,1,S1,PHC Sikar,0.722,0.743,8,0.0,1.36,5,0.82,8,75,0,1
C1018,Salbutamol,4,0,S4,Medical College Kota,0.869,0.804,3,2.16,0.68,7,1.37,21,54,0,0
C1019,Oxytocin,5,0,S4,District Hospital Jaipur,0.935,1.0,8,1.95,1.9,5,0.5,1,50,7,0
C1020,ORS,3,0,S8,District Hospital Jaipur,0.99,0.9,10,2.75,0.43,7,1.13,17,54,0,0
C1021,Amoxicillin,4,0,S1,PHC Sikar,0.652,0.959,3,3.73,2.1,3,0.5,17,100,0,0
C1022,Amoxicillin,4,0,S1,District Hospital Jaipur,0.624,0.906,6,5.32,1.29,10,0.59,6,82,2,0
C1023,Adrenaline Injection,5,0,S1,PHC Alwar,0.919,0.729,9,2.08,1.42,3,0.99,8,89,0,0
C1024,Rabies Vaccine,5,1,S5,CHC Bikaner,0.893,0.863,2,0.86,0.0,0,1.13,15,61,0,0
C1025,Paracetamol Injection,3,0,S2,Medical College Kota,0.855,0.899,7,4.6,2.08,10,0.85,15,99,0,1
C1026,Anti-snake Venom,5,1,S5,PHC Sikar,0.755,0.758,7,1.28,0.0,3,0.59,23,74,0,0
C1027,Amoxicillin,4,0,S9,PHC Sikar,0.552,0.964,7,1.85,1.07,1,0.5,2,85,6,1
C1028,Ceftriaxone,4,0,S8,CHC Udaipur,0.643,0.796,10,2.27,0.0,7,1.29,20,83,0,1
C1029,Paracetamol Injection,3,0,S7,Medical College Kota,0.99,0.885,8,4.1,0.0,1,1.04,15,92,0,1
C1030,Ceftriaxone,4,0,S10,District Hospital Jodhpur,0.816,0.719,6,1.34,2.09,0,1.32,22,96,0,0
C1031,Anti-snake Venom,5,1,S5,Medical College Kota,0.826,0.836,8,1.73,0.57,8,1.26,13,85,0,0
C1032,Oxytocin,5,0,S8,PHC Alwar,0.594,0.892,7,3.63,0.7,4,0.91,13,73,0,0
C1033,Pentavalent Vaccine,5,1,S8,Medical College Kota,0.771,0.789,5,3.45,5.68,10,1.49,19,83,0,1
C1034,Pentavalent Vaccine,5,1,S5,District Hospital Jaipur,0.868,0.837,5,3.72,0.97,0,1.19,15,87,0,0
C1035,Salbutamol,4,0,S1,District Hospital Jodhpur,0.614,0.965,9,1.25,1.08,4,0.93,20,52,0,0
C1036,Oxytocin,5,0,S8,CHC Udaipur,0.731,0.923,11,3.04,0.09,1,0.93,18,56,0,0
C1037,Pentavalent Vaccine,5,1,S8,Medical College Kota,0.765,1.0,4,0.0,0.39,9,1.22,17,82,0,1
C1038,Rabies Vaccine,5,1,S4,PHC Sikar,0.542,0.771,11,1.06,1.53,0,1.11,20,70,0,0
C1039,Salbutamol,4,0,S6,CHC Bikaner,0.99,0.909,5,0.89,0.09,8,1.86,5,87,3,0
C1040,Iron Folic Acid,2,0,S4,Medical College Kota,0.757,0.894,9,2.01,4.23,9,0.81,10,51,0,0
C1041,Insulin,5,1,S5,District Hospital Jodhpur,0.8,0.832,9,1.43,1.75,6,0.87,18,84,0,0
C1042,Salbutamol,4,0,S10,PHC Alwar,0.607,0.793,8,3.76,3.65,5,1.46,20,55,0,0
C1043,Insulin,5,1,S10,District Hospital Jodhpur,0.841,0.775,6,3.08,3.08,2,1.35,21,95,0,1
C1044,Pentavalent Vaccine,5,1,S6,PHC Alwar,0.726,0.964,7,1.93,0.09,2,1.24,22,77,0,1
C1045,Adrenaline Injection,5,0,S9,District Hospital Jaipur,0.912,1.0,5,0.22,0.11,2,0.5,8,82,0,0
C1046,Amoxicillin,4,0,S3,CHC Udaipur,0.81,0.844,7,5.03,3.42,9,0.51,22,66,0,1
C1047,Insulin,5,1,S10,Medical College Kota,0.721,0.872,5,5.11,1.6,9,1.09,2,73,6,1
C1048,Ceftriaxone,4,0,S7,District Hospital Jodhpur,0.968,0.867,3,2.54,0.0,7,0.93,21,84,0,0
C1049,Anti-snake Venom,5,1,S8,PHC Alwar,0.774,1.0,11,3.59,0.0,7,0.9,4,50,4,0
C1050,Salbutamol,4,0,S1,Medical College Kota,0.743,0.924,5,3.77,0.77,9,1.38,8,83,0,0
C1051,ORS,3,0,S3,District Hospital Ajmer,0.99,0.729,5,5.73,2.89,0,0.69,11,56,0,0
C1052,Ceftriaxone,4,0,S6,CHC Udaipur,0.761,0.751,3,1.66,1.3,9,1.56,22,96,0,0
C1053,Pentavalent Vaccine,5,1,S4,District Hospital Ajmer,0.989,0.88,4,1.55,4.68,1,0.52,17,55,0,1
C1054,Oxytocin,5,0,S7,District Hospital Jaipur,0.708,0.922,8,1.37,0.0,0,0.77,8,66,0,0
C1055,Oxytocin,5,0,S10,District Hospital Jodhpur,0.857,0.747,7,2.4,0.0,4,1.24,4,66,4,1
C1056,Ceftriaxone,4,0,S4,PHC Alwar,0.627,0.907,7,0.0,0.0,3,1.18,12,90,0,1
C1057,Iron Folic Acid,2,0,S6,CHC Bikaner,0.874,0.991,11,0.92,0.64,5,0.6,20,52,0,0
C1058,Amoxicillin,4,0,S3,District Hospital Ajmer,0.99,0.929,4,1.83,0.0,7,0.95,17,50,0,0
C1059,Amoxicillin,4,0,S1,PHC Sikar,0.938,0.837,4,0.55,0.0,5,1.18,17,67,0,0
C1060,Paracetamol Injection,3,0,S5,CHC Bikaner,0.965,0.913,5,0.0,4.24,4,0.77,3,80,5,1
C1061,Anti-snake Venom,5,1,S9,District Hospital Jaipur,0.741,0.84,6,4.76,3.51,1,1.23,2,95,6,1
C1062,Adrenaline Injection,5,0,S9,CHC Bikaner,0.729,0.844,10,2.07,1.93,2,0.96,17,92,0,0
C1063,Amoxicillin,4,0,S7,Medical College Kota,0.814,0.88,3,4.05,1.13,2,0.88,15,59,0,1
C1064,Adrenaline Injection,5,0,S7,District Hospital Ajmer,0.888,0.873,11,2.76,2.03,8,1.07,16,61,0,0
C1065,Iron Folic Acid,2,0,S9,CHC Udaipur,0.897,0.811,4,3.54,1.59,5,1.16,23,93,0,0
C1066,Ceftriaxone,4,0,S8,Medical College Kota,0.848,0.823,2,1.32,3.87,1,0.93,22,54,0,0
C1067,Iron Folic Acid,2,0,S8,District Hospital Ajmer,0.855,0.917,10,0.95,2.65,8,1.18,13,62,0,0
C1068,ORS,3,0,S6,CHC Udaipur,0.927,0.824,2,1.42,4.53,7,0.77,17,91,0,0
C1069,Rabies Vaccine,5,1,S9,PHC Alwar,0.763,0.912,3,1.87,0.0,2,1.49,22,50,0,0
C1070,ORS,3,0,S3,District Hospital Jaipur,0.921,0.779,5,3.38,1.33,8,0.75,15,87,0,0
C1071,Amoxicillin,4,0,S9,District Hospital Jaipur,0.768,0.857,11,4.38,1.79,2,1.0,9,88,0,0
C1072,Ceftriaxone,4,0,S4,Medical College Kota,0.854,0.886,6,0.57,1.0,4,1.39,9,95,0,1
C1073,Rabies Vaccine,5,1,S4,District Hospital Jodhpur,0.978,0.887,3,2.68,2.07,1,0.86,18,83,0,0
C1074,Pentavalent Vaccine,5,1,S10,District Hospital Ajmer,0.636,0.755,2,0.0,0.0,2,0.7,16,86,0,0
C1075,Insulin,5,1,S4,PHC Alwar,0.871,0.864,9,3.07,0.84,5,1.01,8,52,0,0
C1076,Iron Folic Acid,2,0,S3,Medical College Kota,0.866,0.775,5,4.77,0.0,9,1.59,13,85,0,1
C1077,Salbutamol,4,0,S10,District Hospital Ajmer,0.99,1.0,9,1.11,4.52,8,0.9,15,83,0,0
C1078,Ceftriaxone,4,0,S8,Medical College Kota,0.76,0.748,11,1.72,4.91,10,0.95,14,52,0,1
C1079,Adrenaline Injection,5,0,S6,CHC Udaipur,0.669,0.82,5,1.82,0.0,3,1.44,21,64,0,0
C1080,Iron Folic Acid,2,0,S1,PHC Alwar,0.787,0.847,9,1.93,4.66,3,0.94,9,63,0,0
C1081,Paracetamol Injection,3,0,S7,PHC Sikar,0.887,0.886,2,0.9,0.69,1,1.25,21,75,0,0
C1082,Amoxicillin,4,0,S2,District Hospital Ajmer,0.799,0.783,5,2.16,1.65,8,1.02,23,97,0,1
C1083,Ceftriaxone,4,0,S4,Medical College Kota,0.799,0.845,5,4.55,3.23,5,1.37,17,94,0,0
C1084,Iron Folic Acid,2,0,S2,Medical College Kota,0.99,1.0,8,5.55,0.0,7,0.59,24,54,0,0
C1085,Pentavalent Vaccine,5,1,S5,Medical College Kota,0.758,0.751,10,2.41,1.36,4,0.85,3,77,5,0
C1086,Anti-snake Venom,5,1,S9,CHC Udaipur,0.89,0.872,7,1.37,1.07,1,0.81,17,52,0,0
C1087,Insulin,5,1,S7,District Hospital Ajmer,0.99,0.908,2,0.13,1.51,2,1.37,23,63,0,1
C1088,Iron Folic Acid,2,0,S9,District Hospital Jaipur,0.868,0.856,5,1.75,2.91,4,1.36,8,59,0,0
C1089,Iron Folic Acid,2,0,S9,Medical College Kota,0.641,0.785,9,1.62,2.09,6,1.11,10,51,0,1
C1090,Anti-snake Venom,5,1,S10,CHC Bikaner,0.949,0.965,8,3.92,0.0,0,0.83,22,76,0,0
C1091,Paracetamol Injection,3,0,S8,PHC Alwar,0.668,0.761,7,0.55,0.84,1,1.22,3,84,5,1
C1092,Iron Folic Acid,2,0,S2,District Hospital Jodhpur,0.99,0.972,11,2.11,0.0,5,1.1,21,62,0,0
C1093,ORS,3,0,S5,Medical College Kota,0.888,0.867,9,4.88,2.25,1,0.65,23,75,0,0
C1094,Salbutamol,4,0,S8,District Hospital Jaipur,0.83,0.968,11,1.92,1.57,7,0.68,6,71,2,1
C1095,Rabies Vaccine,5,1,S4,Medical College Kota,0.803,0.729,5,3.13,0.0,4,1.17,24,100,0,0
C1096,Pentavalent Vaccine,5,1,S9,District Hospital Ajmer,0.684,0.95,11,4.21,2.99,9,0.5,4,91,4,1
C1097,Ceftriaxone,4,0,S9,PHC Sikar,0.847,0.851,8,2.01,1.69,0,1.54,24,97,0,0
C1098,Iron Folic Acid,2,0,S6,District Hospital Ajmer,0.757,0.796,9,0.41,3.48,9,0.59,8,52,0,1
C1099,Amoxicillin,4,0,S1,District Hospital Jodhpur,0.99,0.744,3,3.41,0.79,3,0.61,18,60,0,0
C1100,Anti-snake Venom,5,1,S10,District Hospital Ajmer,0.907,0.959,5,2.13,3.32,5,0.5,8,97,0,1
C1101,Iron Folic Acid,2,0,S4,CHC Bikaner,0.825,0.845,9,3.53,0.42,6,1.03,5,98,3,0
C1102,Amoxicillin,4,0,S10,CHC Bikaner,0.855,0.697,5,0.0,2.17,4,1.25,2,83,6,1
C1103,Pentavalent Vaccine,5,1,S6,District Hospital Jodhpur,0.843,0.731,3,4.59,0.09,3,0.85,12,83,0,1
C1104,Pentavalent Vaccine,5,1,S6,Medical College Kota,0.99,0.904,11,2.29,0.05,10,0.97,5,75,3,0
C1105,Oxytocin,5,0,S5,CHC Bikaner,0.935,0.76,3,1.63,3.53,1,1.22,10,71,0,0
C1106,Paracetamol Injection,3,0,S5,District Hospital Ajmer,0.698,0.906,9,2.34,2.4,8,1.14,13,84,0,1
C1107,Oxytocin,5,0,S9,CHC Udaipur,0.958,0.905,11,3.34,3.55,6,1.31,13,64,0,0
C1108,Rabies Vaccine,5,1,S7,PHC Sikar,0.846,0.811,6,0.84,3.18,1,1.63,12,65,0,1
C1109,Amoxicillin,4,0,S9,PHC Alwar,0.829,0.616,6,2.91,0.42,5,1.19,16,68,0,0
C1110,Ceftriaxone,4,0,S1,Medical College Kota,0.75,0.79,4,1.14,0.85,6,0.5,14,86,0,0
C1111,Salbutamol,4,0,S5,PHC Alwar,0.718,1.0,7,2.13,0.12,2,1.24,8,53,0,0
C1112,Amoxicillin,4,0,S2,CHC Udaipur,0.679,0.799,7,4.12,2.72,3,1.0,21,72,0,1
C1113,Anti-snake Venom,5,1,S2,District Hospital Jodhpur,0.805,0.882,5,0.28,0.58,5,1.06,7,85,1,0
C1114,ORS,3,0,S3,District Hospital Jodhpur,0.871,0.777,10,2.64,0.0,9,0.5,21,88,0,0
C1115,Insulin,5,1,S2,PHC Sikar,0.879,0.904,3,3.66,2.08,3,1.48,19,95,0,0
C1116,Paracetamol Injection,3,0,S5,District Hospital Jaipur,0.99,0.964,7,3.9,0.74,2,1.45,24,59,0,0
C1117,Oxytocin,5,0,S6,District Hospital Ajmer,0.566,0.985,8,4.81,0.18,6,1.02,23,61,0,0
C1118,Ceftriaxone,4,0,S2,Medical College Kota,0.91,1.0,3,0.68,0.0,8,0.5,9,97,0,0
C1119,Pentavalent Vaccine,5,1,S6,Medical College Kota,0.858,0.792,4,2.31,0.0,0,1.22,13,80,0,0
C1120,Amoxicillin,4,0,S3,District Hospital Jaipur,0.726,0.826,4,3.49,0.01,0,0.86,20,89,0,0
C1121,Adrenaline Injection,5,0,S4,CHC Udaipur,0.853,0.969,11,0.0,0.0,9,0.82,12,96,0,0
C1122,Salbutamol,4,0,S3,CHC Udaipur,0.835,0.901,9,1.15,5.63,9,1.45,11,75,0,0
C1123,Anti-snake Venom,5,1,S6,District Hospital Jodhpur,0.533,0.845,3,2.49,0.0,0,0.81,5,59,3,0
C1124,Salbutamol,4,0,S8,Medical College Kota,0.99,1.0,11,3.15,0.17,3,1.28,14,91,0,0
C1125,Anti-snake Venom,5,1,S2,CHC Bikaner,0.888,0.829,9,3.22,3.74,9,1.3,9,100,0,1
C1126,Anti-snake Venom,5,1,S1,District Hospital Jodhpur,0.787,0.865,6,1.52,0.1,7,0.5,16,96,0,0
C1127,Salbutamol,4,0,S1,Medical College Kota,0.702,1.0,7,1.67,3.43,4,1.35,11,55,0,1
C1128,Amoxicillin,4,0,S7,CHC Udaipur,0.925,0.748,5,2.08,0.0,10,0.61,6,57,2,0
C1129,ORS,3,0,S2,PHC Sikar,0.811,0.775,6,1.47,0.27,3,0.5,5,65,3,0
C1130,Salbutamol,4,0,S8,District Hospital Jaipur,0.861,0.884,4,2.35,0.78,5,0.89,4,60,4,1
C1131,Paracetamol Injection,3,0,S2,PHC Sikar,0.774,0.839,6,3.14,1.82,6,1.41,11,67,0,0
C1132,Amoxicillin,4,0,S3,CHC Udaipur,0.928,0.791,3,1.61,3.29,9,0.81,7,64,1,1
C1133,Pentavalent Vaccine,5,1,S5,District Hospital Jaipur,0.779,0.761,11,1.19,1.46,7,1.23,18,91,0,0
C1134,Insulin,5,1,S2,District Hospital Ajmer,0.54,1.0,4,0.0,0.24,1,0.72,18,95,0,0
C1135,Insulin,5,1,S1,PHC Alwar,0.671,0.907,5,4.14,2.03,5,1.03,9,80,0,1
C1136,Oxytocin,5,0,S6,CHC Bikaner,0.765,0.905,3,2.12,0.0,5,0.81,4,59,4,0
C1137,Amoxicillin,4,0,S4,District Hospital Jaipur,0.883,0.876,6,0.35,2.49,10,0.5,1,72,7,1
C1138,Insulin,5,1,S1,District Hospital Jaipur,0.732,0.9,10,2.66,0.09,2,1.25,12,84,0,1
C1139,Amoxicillin,4,0,S7,PHC Sikar,0.913,0.913,9,5.1,0.0,8,0.86,23,90,0,1
C1140,Insulin,5,1,S8,PHC Sikar,0.662,1.0,4,6.23,0.0,7,0.63,10,89,0,1
C1141,Oxytocin,5,0,S10,CHC Bikaner,0.906,0.677,2,3.07,5.32,4,0.68,3,100,5,1
C1142,Adrenaline Injection,5,0,S7,District Hospital Jodhpur,0.703,0.889,2,2.24,3.47,0,1.26,16,85,0,1
C1143,Insulin,5,1,S3,PHC Alwar,0.651,0.781,3,1.97,0.52,10,1.63,8,52,0,0
C1144,Ceftriaxone,4,0,S8,CHC Bikaner,0.841,0.916,7,1.85,1.61,5,0.66,4,66,4,1
C1145,Oxytocin,5,0,S5,District Hospital Jodhpur,0.791,0.843,3,1.61,0.74,9,1.16,5,93,3,1
C1146,Rabies Vaccine,5,1,S10,PHC Alwar,0.81,0.865,4,2.81,3.53,3,0.5,16,67,0,1
C1147,Oxytocin,5,0,S2,PHC Sikar,0.984,0.732,3,4.16,0.0,0,1.16,1,78,7,1
C1148,Salbutamol,4,0,S3,District Hospital Ajmer,0.915,0.742,9,0.38,2.5,8,0.5,8,61,0,0
C1149,Iron Folic Acid,2,0,S4,PHC Alwar,0.647,0.87,7,3.05,1.94,8,0.6,15,82,0,0
